HG01286 chr2 121610000 121613000
22e6320c-7bf8-4bfa-86cd-d929779e6084 [42932, None, None, None]
af021d93-8a62-49d4-b0ba-5d24bac5de62 [24669, None, None, None]
e6bda9a1-24e6-4d9b-89ef-1a2c5338792b [23417, None, None, None]
06848a31-d02d-4fc4-b203-693e551ac094 [23020, None, None, None]
96b9c5fd-3675-422f-b032-b9d151be2cb7 [16027, None, None, None]
0d6b7bd8-fc7c-43b6-a59b-0327af7e5675 [15675, None, None, None]
7d93070c-c237-45a5-aaa0-268a56dc3596 [14418, None, None, None]
b908ff1e-0316-4e98-8202-de66d7f32590 [12387, None, None, None]
55b59e6f-eaef-4d2f-a130-611e85bbb3f9 [12630, None, None, None]
359c75a7-07df-4d58-8512-2b47dfb89668 [8871, None, None, None]
60ef6d8d-9719-4647-868a-970468f1a4f8 [7799, None, None, None]
c3f146e6-8a7c-40e9-a4e7-8a2e7ba7f939 [4566, None, None, None]
37e5a4df-f928-402c-a362-8db3171b4b8d [3697, None, None, None]
39a12fc4-3c8e-40d8-9da8-ba1cc8f40c4f [1718, None, None, None]
a9055ba5-5165-48b3-ab40-5cdc8cbb88cb [456, None, None, None]
HG03821 chr9 20972000 20976000
a01a058d-8491-4339-9c9d-2bdfdfaecf8d [36945, None, None, None]
163b297d-a451-4247-8c3c-1706653d40e9 [28003, None, None, None]
2029c312-1dc6-4efe-8277-0e1cd56bb16e [25789, None, None, None]
5d3a6848-d7d6-4a16-ab90-b1ae3d51af4f [22303, None, None, None]
ed77a9db-6644-4dec-9e50-3ce4197d13fa [21664, None, None, None]
fae1e951-e542-4c4e-821d-109f19b43d2a [19764, None, None, None]
c720d67b-a204-4000-9a30-ecd0a0f6b3e7 [20692, None, None, None]
137f9eb7-b01b-45d2-b60a-7616e9f72655 [13740, None, None, None]
d7209fae-8e92-4bb1-b305-20ed31a9b3c7 [13426, None, None, None]
d29f0e1f-8326-4211-af02-1beb7abb8fa7 [13010, None, None, None]
57b12881-1bc3-404f-94f3-2523e75b32a6 [11969, None, None, None]
77da0524-825f-42a8-b7b4-dd741dba7d8a [11775, None, None, None]
55cfde30-7aa9-4692-a6cd-925f093cf133 [11652, None, None, None]
106659c0-8c28-4c23-b583-2535606b5268 [10111, None, None, None]
24fce007-63cc-45f9-a236-f8da4cd0ba26 [10022, None, None, None]
dc3ffbd5-bef8-459d-b9ed-ad6c239dbfb6 [7230, None, None, None]
4cba03b6-eb4e-413f-8124-69fba77d248e [6025, None, None, None]
eb649f29-076c-415a-b779-6714056ed1f4 [5534, None, None, None]
c46c02eb-9aab-4a7c-8dfa-a0bb6a03fc1b [3134, None, None, None]
5e7f999c-07ec-452e-af90-312b3cefdc64 [2895, None, None, None]
f8d7f296-fbd9-4a35-82ea-59f735aee04e [2558, None, None, None]
b97a65c1-4f5c-4e22-bf56-c4ed41768599 [1751, None, None, None]
NA18498 chr2 121610000 121613000
df19eff3-ae3d-489e-9f61-78d444e51800 [34420, None, None, None]
4a34484f-3aca-4cf5-8253-5dfe664a15a1 [33171, None, None, None]
f42af367-c6ca-4983-9afe-022710734c2b [9831, None, None, None]
e5858226-5179-4006-8457-c868e79691fb [4548, None, None, None]
7f321375-0975-490e-8e5b-65f053bc4d93 [15133, None, None, None]
e7e6d584-0297-4813-8078-805ac2260ddc [3342, None, None, None]
202ee963-d778-43d1-884d-993ee6ee2271 [3115, None, None, None]
a4cd44f0-6469-4043-b1ae-c050221dcde1 [2824, None, None, None]
NA18498 chr2 238776000 238778000
9d0c34dd-98c1-408d-8bdf-17009bbd7d44 [25993, None, None, None]
d5b71c83-9e3f-411d-aa76-ae776d8a7c49 [33833, None, None, None]
c7d82eb7-686d-415a-837e-f8ee077f7774 [19588, None, None, None]
4642da2c-de93-4d04-a7a7-58be4399c532 [14399, None, None, None]
2a823b91-9fca-4d32-8a84-2bcee4ada19f [7123, None, None, None]
fc1d2728-e6b2-4172-adb6-cbd9d3b37a16 [5231, None, None, None]
dc484647-824a-463d-8360-e3eae341dc67 [2503, None, None, None]
9cfe1775-1541-44af-b172-fba61154d631 [2219, None, None, None]
f0442ecb-e430-4b0a-92d8-fc9735a7e0e3 [2216, None, None, None]
NA18498 chr9 20972000 20976000
a5dd2700-03a3-4353-81a4-387f3611e177 [13391, None, None, None]
a60c4125-ed1c-4df8-a823-1bcb7ca9ace2 [10667, None, None, None]
785757f3-f1c3-4bcf-bcaf-3531b1303fac [5377, None, None, None]
309033ba-581b-4b6c-9dbe-ab92425ee3e4 [2823, None, None, None]
a6b23851-621d-4d0d-b3af-d33901b17e6a [885, None, None, None]
04e64be5-d1d6-4a67-8526-dc933d6f5845 [753, None, None, None]
NA21117 chr2 121610000 121613000
7a695805-b450-4157-871e-d7a3f0e1cf30 [48291, None, None, None]
6ca4ed1e-093c-4885-8eb6-687fee15b79f [35870, None, None, None]
f6344414-230d-41c9-a751-726352106ff3 [34755, None, None, None]
d7559499-7aeb-48bf-a7a7-51ca198a0e1d [27835, None, None, None]
3d0ccb01-4364-4152-b346-5a3dc8b33c19 [22341, None, None, None]
23a4edc4-256f-41c3-bcf3-6ef1b351b69b [21718, None, None, None]
7301d4e0-d557-4c66-a5fe-bc74c56be6f6 [16368, None, None, None]
a01544a7-7388-4647-8eaf-7728aa2919c8 [27742, None, None, None]
122122b4-ebd4-4db1-b324-4012768ed440 [13468, None, None, None]
3bae9083-bfe7-484a-a8c3-734db962bb9e [9281, None, None, None]
5a17920d-9f19-410e-9ed9-54b8c1478f8e [6126, None, None, None]
NA21117 chr2 238776000 238778000
13129754-6191-4913-879a-d48574f2a4e6 [48659, None, None, None]
a77339d6-6044-406b-897b-82e319a7ed18 [34781, None, None, None]
7560857f-d623-4b94-83d7-398d2a19f8eb [25196, None, None, None]
74af8da6-065c-4268-9841-a5c1081a6219 [24014, None, None, None]
a1e99ae0-229d-4923-8011-566918944b7a [20387, None, None, None]
db1f0adc-47cd-40bd-b828-b540de7b4de4 [19545, None, None, None]
110ea2b1-ce0c-4784-83ce-1126aea06a47 [14413, None, None, None]
b481f230-b9cb-453f-9a30-ec9c16befee1 [8467, None, None, None]
ce0c3c82-926b-4f19-b330-aaffa5c59564 [5066, None, None, None]
f34adac7-d548-4c27-9035-acc993b75489 [5035, None, None, None]
54bc4eed-33e7-4e49-a976-3453ee5189ed [32904, None, None, None]
a99d6909-e0fe-4f8d-b236-401aeb09d69a [2349, None, None, None]
af6201fc-bd67-4e61-8349-0488b5e750e0 [7694, None, None, None]
NA21117 chr9 20972000 20976000
348315f6-8a7d-413a-9ce2-6a6ff8a3d738 [41950, None, None, None]
aba99a0a-d24c-4efe-9c5e-907bae2c7306 [17745, None, None, None]
1bd69285-fbdd-4d06-b847-9183f2bbcab2 [14961, None, None, None]
288ac40c-46e2-42fd-bf92-7637321a7551 [6558, None, None, None]
35087c4b-1a5f-4888-a49f-ecb5af7fa03d [3618, None, None, None]
93ee0d88-b1af-47ac-9b1e-56ea62d6084a [1170, None, None, None]
